guid,plant_type,plant_origin,light_requirement,wind_tolerance,growth_rate,frost_resistant,is_evergreen,is_native,plant_height,plant_width,flower_color,flowering_month,climate_zone
https://id.biodiversity.org.au/taxon/apni/51269468,Ferns,Australasia,Half Sun / Half Shade,Medium,Fast,Hardy,Yes,Yes,0.2,1.5,,,
https://id.biodiversity.org.au/taxon/apni/51269741,Vegetable,China,Full Sun,Medium,Fast,Marginal,No,No,0.4,0.3,Yellow,,"[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/taxon/apni/51269741,Vegetable,,Full Sun,Wind Tolerant,Fast,Marginal,No,No,0.3,0.2,,,
https://id.biodiversity.org.au/taxon/apni/51269943,Annual/Perennial,West Indies,Full Sun to Part Shade,Medium,Fast,Tender,Yes,No,2.4,1,Assorted Golden Orange Red Yellow,"January, February, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
https://id.biodiversity.org.au/taxon/apni/51269943,Annual/Perennial,West Indies,Full Sun to Part Shade,Medium,Fast,Tender,Yes,No,1,1,Orange,"January, February, March, April, May, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
https://id.biodiversity.org.au/taxon/apni/51270235,Annual/Perennial,S Europe,Full Sun to Part Shade,Sheltered,Fast,Hardy,Yes,No,0.5,0.2,Assorted Mauve Orange Pink Purple Red White Yellow,"January, February, November, December","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/taxon/apni/51270386,Tree,Southeastern Australia,Full Sun,Wind Tolerant,Fast,Hardy,Yes,Yes,9,9,,,
https://id.biodiversity.org.au/taxon/apni/51270981,Tree,Australia,Full Sun to Part Shade,Sheltered,Fast,Tender,Yes,Yes,12,2,,,
https://id.biodiversity.org.au/taxon/apni/51271072,Tree,"Queensland, Victoria, NSW",Full Sun to Part Shade,Sheltered,Fast,Hardy,Yes,Yes,10,2,,,
https://id.biodiversity.org.au/taxon/apni/51287168,Tree,Canada Eastern USA,Full Sun to Part Shade,Wind Tolerant,Fast,,No,No,15,,,,
https://id.biodiversity.org.au/taxon/apni/51287174,Tree,Europe,Full Sun to Part Shade,Wind Tolerant,Medium,Hardy,No,No,15,15,,,
https://id.biodiversity.org.au/taxon/apni/51287418,Bulb/Corm/Tuber,W Mediterranean area - Spain and Portugal,Full Sun to Part Shade,Medium,Fast,Hardy,No,No,0.6,0.1,Assorted,"July, August, September, October","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/taxon/apni/51288045,Annual/Perennial,Spain,Full Sun to Part Shade,Medium,Fast,Marginal,No,No,0.2,0.6,Blue,"January, February, September, October, November, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/taxon/apni/51288154,Bulb/Corm/Tuber,Asia Minor,Full Sun to Part Shade,Medium,Very fast,Hardy,No,No,1.5,0.3,White,"January, February, November, December","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/taxon/apni/51288506,Tree,North Eastern Australia and south East Asia,Full Sun,Wind/Salt tolerant,,Tender,No,No,8,10,Red Yellow,"January, February, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/taxon/apni/51289066,Shrub,Western Australia,Full Sun to Part Shade,Medium,Slow,Marginal,Yes,Yes,1,1.5,Red,"August, September, October, November","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/taxon/apni/51289286,Shrub,Western Australia,Full Sun to Part Shade,Medium,Medium,Tender,Yes,Yes,2,2,Red,"January, February, March, April, November, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/taxon/apni/51289312,Shrub,Western Australia,Full Sun,Wind Tolerant,Medium,Marginal,Yes,Yes,2.5,2.5,Red,"January, February, March, April, November, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/taxon/apni/51289614,Shrub,South Western Australia,,,,,No,No,1.3,1,Red,"August, September, October, November","[{""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/taxon/apni/51290049,Tree,"Victoria, NSW and Queensalnd",Half Sun / Half Shade,Wind Tolerant,Fast,Hardy,Yes,Yes,25,6,Pink Red,"April, May, June, July, August","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/taxon/apni/51290421,Tree,SE Australia,Full Sun,Wind/Salt tolerant,Fast,Hardy,Yes,Yes,40,15,White,"January, February, March, April, May, December","[{""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/taxon/apni/51293559,Shrub,NSW,Half Sun / Half Shade,Sheltered,Medium,Marginal,Yes,Yes,3,2,Cream Red White,"September, October, November","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/taxon/apni/51293610,Shrub,Eastern Australia,Full Sun,Wind/Salt tolerant,Medium,Marginal,Yes,Yes,10,3,Yellow,"February, March, April, May, June","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/taxon/apni/51294026,Tree,Mediterranean,Full Sun,Medium,Medium,Tender,Yes,No,0,0,White,,[]
https://id.biodiversity.org.au/taxon/apni/51294028,Shrub,South Africa,Full Sun,Medium,Medium,Tender,Yes,No,1.5,1.5,Pink,"July, August, September, October","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/taxon/apni/51294028,Shrub,South Africa,Full Sun,Medium,Medium,Tender,Yes,No,0.8,1,Pink,"July, August, September, October","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/taxon/apni/51294028,Shrub,South Africa,Full Sun,Medium,Medium,Tender,Yes,No,0.7,0.7,Pink,"July, August, September, October","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/taxon/apni/51294044,Shrub,Australia,Full Sun,Wind Tolerant,Medium,Tender,Yes,Yes,6,3,White,"September, October, November, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/taxon/apni/51294059,Shrub,New South Wales,Half Sun / Half Shade,Medium,Medium,Tender,Yes,Yes,2,1,White,"September, October, November, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/taxon/apni/51294760,Annual/Perennial,Coastal rainforest East Australia north of Sydney,Moderate/Dappled Shade,Sheltered,Fast,Tender,Yes,Yes,3,2,White Yellow,"September, October, November","[{""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
https://id.biodiversity.org.au/taxon/apni/51294892,Ferns,Eastern Australia,Moderate/Dappled Shade,Sheltered,Medium,Hardy,Yes,Yes,1.5,1.5,,,
https://id.biodiversity.org.au/taxon/apni/51298307,Shrub,Australia,Full Sun to Part Shade,Wind/Salt tolerant,Fast,Hardy,Yes,Yes,0.5,0.8,Yellow,"January, February, March, September, October, November, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/taxon/apni/51299822,Ferns,"N. Australia, Indonesia, Madagascar and Pacific Islands",Moderate/Dappled Shade,Medium,Fast,Tender,Yes,No,7,7,,,
https://id.biodiversity.org.au/taxon/apni/51299883,Shrub,New South Wales,Half Sun / Half Shade,Wind/Salt tolerant,Medium,Marginal,Yes,Yes,5,2,Golden,"March, April, May, June","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/taxon/apni/51300001,Shrub,Eastern Australia,Half Sun / Half Shade,Medium,Fast,Marginal,Yes,Yes,1.5,1.5,Cream Pink Red,"September, October, November","[{""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/taxon/apni/51300332,Shrub,New South Wales,Half Sun / Half Shade,Medium,Medium,Hardy,Yes,Yes,0.5,0.5,White,"September, October, November, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/taxon/apni/51300341,Annual/Perennial,Australia,Full Sun,Medium,Fast,,Yes,Yes,0.6,0.2,Pink White Yellow,"August, September, October, November","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/taxon/apni/51302262,Shrub,Western Australia,Full Sun to Part Shade,Sheltered,Medium,Tender,Yes,Yes,2.4,2.4,Red,"January, February, March, April, October, November, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/taxon/apni/51310382,Palms/Cycads,"NSW, Queensland",Half Sun / Half Shade,Sheltered,Very fast,Marginal,No,Yes,6,2,Mauve,,"[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/taxon/apni/51311265,Shrub,NSW,Full Sun to Part Shade,Wind Tolerant,Medium,Tender,Yes,Yes,2.5,4.5,Red,"January, September, October, November, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/taxon/apni/51311636,Shrub,South Western Australia,Full Sun to Part Shade,Sheltered,,Tender,Yes,Yes,0.8,1,Pink,"August, September, October, November","[{""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/taxon/apni/51316787,Orchid,Australia,Half Sun / Half Shade,Medium,Fast,Tender,No,Yes,0.2,0.2,Pink White,"August, September, October, November","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/taxon/apni/51399570,Orchid,"Pacific Islands, SE Asia and Queensland",Moderate/Dappled Shade,Sheltered,Fast,Tender,No,Yes,1.5,0.5,White,"January, February, November, December","[{""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
https://id.biodiversity.org.au/taxon/apni/51402816,Orchid,Australia,Half Sun / Half Shade,Medium,Fast,Tender,No,Yes,0.5,0.7,Cream White,"July, August, September","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/taxon/apni/51402830,Orchid,Queensland,Half Sun / Half Shade,Medium,Fast,Tender,No,Yes,0.8,0.2,Mauve Pink Purple White,"March, April, May, June, July, August","[{""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
https://id.biodiversity.org.au/taxon/apni/51407850,Orchid,North Eastern Queensland Australia,Half Sun / Half Shade,Sheltered,Medium,Tender,Yes,Yes,1.5,0.5,Purple White,"August, September, October","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
NZOR-6-100278,Annual/Perennial,South America,Full Sun,Medium,Fast,Marginal,No,No,2.5,2,Blue Purple,"January, February, March, April, May, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
NZOR-6-10044,Tree,"N Africa, Atlas Mtns",Full Sun,Wind Tolerant,Slow,Hardy,Yes,No,15,3,,,
NZOR-6-100885,Annual/Perennial,,Full Sun to Part Shade,Medium,Fast,Tender,No,No,1.5,1.5,Blue,"March, April, May, June, July","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
NZOR-6-10144,Shrub,Brazil,Full Sun to Part Shade,Wind/Salt tolerant,Medium,Tender,No,No,3,1.5,Blue Mauve White,"January, September, October, November, December","[{""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
NZOR-6-10177,Tree,"North America, ranging from eastern Canada to the northeastern United States",Full Sun to Part Shade,Wind Tolerant,Fast,Hardy,Yes,No,28,5,,,
NZOR-6-103580,Shrub,Japan,Full Sun to Part Shade,Medium,Medium,Hardy,Yes,No,45,30,,,
NZOR-6-10368,Shrub,South Africa,Full Sun to Part Shade,Sheltered,Fast,Marginal,Yes,No,2,1,Blue Mauve,"January, February, March, April, May, September, October, November, December","[{""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
NZOR-6-103802,Shrub,Americas,Full Sun to Part Shade,Wind Tolerant,Medium,Marginal,No,No,1.2,1.2,Pink Red White,"January, February, March, April, September, October, November, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
NZOR-6-104460,Shrub,Mountains of Central Europe,Full Sun,Medium,Medium,Hardy,Yes,No,0.3,0.75,Mauve Pink White,"June, July, August, September","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}]"
NZOR-6-105180,Annual/Perennial,Europe,Full Sun to Part Shade,Wind/Salt tolerant,Fast,Hardy,Yes,No,1.2,1,White,"January, February","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
NZOR-6-10554,Shrub,Southern Mexico,Half Sun / Half Shade,Medium,Medium,Tender,Yes,No,3,2.5,Blue Mauve,"September, October, November","[{""Zone"": 10}, {""Zone"": 11}]"
NZOR-6-105697,Shrub,Peruvian Andes,Full Sun to Part Shade,Sheltered,Very fast,Tender,Yes,No,0.8,0.9,Purple,"January, February, March, April, October, November, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
NZOR-6-105697,Shrub,Peru,Full Sun to Part Shade,Sheltered,Fast,Tender,Yes,No,1,0.5,Blue Mauve Purple,"January, February, March, April, May, November, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
NZOR-6-10769,Annual/Perennial,Eastern USA,Full Sun to Part Shade,Medium,Very fast,Hardy,No,No,1.2,0.5,Golden Yellow,"January, February, November, December","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
NZOR-6-107838,Annual/Perennial,Italy and Spain,Moderate/Dappled Shade,Sheltered,Medium,Hardy,Yes,No,0.2,0.3,,,
NZOR-6-108433,Tree,North america,Full Sun to Part Shade,Wind Tolerant,Fast,,No,No,4,3.5,,,
NZOR-6-109629,Tree,New Zealand,Half Sun / Half Shade,Wind Tolerant,Slow,Tender,Yes,No,20,0,,,
NZOR-6-109749,Shrub,Peru,Full Sun,Wind Tolerant,Fast,Tender,Yes,No,1,0.8,Golden White Yellow,"January, February, November, December","[{""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
NZOR-6-110049,Tree,North America,Full Sun to Part Shade,Medium,Fast,Hardy,No,No,10,6,Pink Purple,"September, October, November","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}]"
NZOR-6-111326,Fruit/Nut Plants,Ethopia,Full Sun to Part Shade,Sheltered,Fast,Tender,Yes,No,9,6,Red,"November, December","[{""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
NZOR-6-113266,Tree,China and Korea,Full Sun to Part Shade,Wind Tolerant,Fast,Hardy,No,No,6,0,,,
NZOR-6-113286,Tree,S Africa,Full Sun,Sheltered,Slow,Marginal,Yes,No,12,12,Mauve Pink,"October, November, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
NZOR-6-113918,Tree,Caucasus mountains,Full Sun to Part Shade,Wind Tolerant,Fast,Hardy,No,No,18,6,,,
NZOR-6-114164,Annual/Perennial,Colombia and Equadore,Moderate/Dappled Shade,Sheltered,Medium,Tender,Yes,No,0.6,0.4,Assorted,,"[{""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
NZOR-6-11445,Tree,Hybrid,Full Sun,Sheltered,Medium,Hardy,Yes,No,6,4,,,
NZOR-6-115126,Shrub,China and Japan,Half Sun / Half Shade,Sheltered,Medium,Hardy,Yes,No,5,2,Cream Pink Red White,"August, September, October","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
NZOR-6-116374,Shrub,"Portugal, Western Mediterranean",Full Sun,Wind Tolerant,Medium,Marginal,Yes,No,1.2,1.2,,,
NZOR-6-117407,Tree,China - hybrid of Oriental Arborvitae,Full Sun to Part Shade,Wind Tolerant,Very fast,Hardy,Yes,No,7,2,,,
NZOR-6-118841,Annual/Perennial,Brazil,Full Sun to Part Shade,Sheltered,Medium,Tender,Yes,No,0.3,0.3,,,
NZOR-6-119301,Annual/Perennial,Eastern USA,Full Sun to Part Shade,Medium,Very fast,Hardy,Yes,No,0.2,1,Mauve Pink Purple White,"October, November, December","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
NZOR-6-119338,Annual/Perennial,Europe,Moderate/Dappled Shade,Medium,Fast,Hardy,Yes,No,0.3,1.5,Yellow,"January, February, December","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
NZOR-6-119345,Cactii/Succulent,South Africa,Half Sun / Half Shade,Wind Tolerant,Medium,Tender,No,No,3,2,Pink White,"June, July, August","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
NZOR-6-119345,Cactii/Succulent,Hybrid,Full Sun to Part Shade,Wind Tolerant,Medium,Tender,Yes,No,1,0.6,,,
NZOR-6-120136,Annual/Perennial,S Europe to India,Full Sun to Part Shade,Sheltered,Fast,Hardy,No,No,0.8,0.3,Assorted Mauve Pink Purple Red White Yellow,"January, February, March, April, May, September, October, November, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
NZOR-6-120218,Tree,N Americas,Full Sun to Part Shade,Wind Tolerant,Medium,,No,No,24,8,,,
NZOR-6-122265,Shrub,Southern Brazil and Uruguay,Full Sun to Part Shade,Medium,Fast,Hardy,Yes,No,2.5,2,Red Yellow,"January, February, March, April, May, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
NZOR-6-122299,Annual/Perennial,Europe,Full Sun to Part Shade,Medium,Very fast,Hardy,Yes,No,0.3,0.3,Cream,"January, November, December","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
NZOR-6-12257,Tree,New Zealands South Island,Full Sun to Part Shade,Wind Tolerant,Medium,Hardy,Yes,No,12,8,,,
NZOR-6-122711,Shrub,"Asia, China, japan",Full Sun,Medium,Slow,Tender,Yes,No,3,2,,,
NZOR-6-122769,Shrub,"Japan, Korea and Russia",Full Sun to Part Shade,Wind Tolerant,Medium,Hardy,Yes,No,2.5,2,White,"January, February","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
NZOR-6-122769,Shrub,"Japan, Korea and Russia",Full Sun to Part Shade,Wind Tolerant,Medium,Hardy,Yes,No,1.2,1.5,White,"October, November","[{""Zone"": 7}, {""Zone"": 8}]"
NZOR-6-122769,Shrub,"Japan, Korea and Russia",Full Sun to Part Shade,Wind Tolerant,Slow,Hardy,Yes,No,1.2,1.5,White,"January, February","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}]"
NZOR-6-122777,Annual/Perennial,North America,Half Sun / Half Shade,Sheltered,Fast,Hardy,Yes,No,2,0.5,Yellow,"February, March","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}]"
NZOR-6-123743,Tree,Bhutan and Kashmir,Full Sun,,,,Yes,No,30,10,,,
NZOR-6-124111,Tree,Central America and West Indies,Full Sun,Medium,Medium,Tender,Yes,No,4,4,Pink White,"September, October, November","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
NZOR-6-124851,Annual/Perennial,North and Central America,Full Sun,Sheltered,Fast,Hardy,No,No,1.5,1.5,Red Yellow,"March, April, May","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}]"
NZOR-6-124936,Shrub,China,Full Sun to Part Shade,Wind/Salt tolerant,Medium,,Yes,No,2,1,Cream White,"September, October","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
NZOR-6-125206,Climber/Creeper,China,Full Sun to Part Shade,Medium,Medium,Marginal,Yes,No,6,4,Cream White,"January, February, March, April, May, November, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
NZOR-6-125206,Climber/Creeper,China,Full Sun to Part Shade,Medium,Medium,Marginal,Yes,No,4,0,Cream White,,"[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
NZOR-6-125472,Annual/Perennial,USA,Full Sun to Part Shade,Medium,Fast,,No,No,1,0.3,Mauve Pink,"January, February, March, April, May, December","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
NZOR-6-125472,Annual/Perennial,USA,Full Sun to Part Shade,Medium,Fast,Tender,Yes,No,1,0.3,White,"January, February, March, April, May, December","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
NZOR-6-125660,Tree,Iran to China,Full Sun to Part Shade,Wind/Salt tolerant,Fast,Marginal,Yes,No,6,2,Cream Pink,"January, February, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
NZOR-6-125923,Tree,China,Full Sun,Medium,Fast,Hardy,No,No,15,10,,,
NZOR-6-12702,Annual/Perennial,"China, Japan, Korea",Half Sun / Half Shade,Medium,Very fast,Hardy,No,No,0.3,0,White,"January, February, December","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
NZOR-6-127552,Annual/Perennial,North Africa,Full Sun,Sheltered,Fast,Hardy,No,No,0.6,0.6,Orange,"October, November","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}]"
NZOR-6-127823,Annual/Perennial,Europe,Full Sun to Part Shade,Medium,Fast,Hardy,Yes,No,0.25,0.1,Assorted Blue Pink Red,"August, September, October, November, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
NZOR-6-127928,Annual/Perennial,New Zealand,Full Sun to Part Shade,Medium,Fast,Marginal,Yes,No,1.5,1.3,,,
NZOR-6-128155,Fruit/Nut Plants,USA,Full Sun,Wind Tolerant,Medium,Marginal,No,No,30,20,,,
NZOR-6-128514,Annual/Perennial,Africa,Full Sun to Part Shade,Sheltered,Fast,Tender,No,No,2,0.5,Cream,"September, October, November","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
NZOR-6-128842,Annual/Perennial,Italy,Full Shade,Medium,Fast,Hardy,Yes,No,0.1,0.2,Pink White,"March, April, May, June",[]
NZOR-6-128936,Shrub,"Chile, Argentina",Full Sun to Part Shade,Sheltered,Fast,Hardy,Yes,No,15,15,Cream White,,"[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
NZOR-6-129339,Tree,Central and Eastern Europe,Full Sun,Sheltered,Medium,Hardy,No,No,30,5,Yellow,,"[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}]"
NZOR-6-130707,Tree,South Eastern USA,Full Sun to Part Shade,Sheltered,Medium,Hardy,No,No,3,6,Cream White,"January, February, March","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
NZOR-6-13131,Climber/Creeper,"Korea, Japan",Moderate/Dappled Shade,Wind/Salt tolerant,Medium,Marginal,Yes,No,9,0,Yellow,"January, November, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
NZOR-6-131417,Tree,California,Full Sun to Part Shade,Medium,Slow,Hardy,Yes,Yes,75,15,,,
NZOR-6-131951,Vegetable,Europe,Full Sun to Part Shade,Medium,Fast,Hardy,No,No,0.6,0.3,Cream White,"January, February, December","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
NZOR-6-132883,Annual/Perennial,S Europe,Full Sun to Part Shade,,Fast,Marginal,Yes,No,1,1,Yellow,"January, December",[]
NZOR-6-133749,Bulb/Corm/Tuber,Central Asia,Full Sun to Part Shade,Medium,Fast,,No,No,0.45,0.3,Pink White,"January, February, December","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
NZOR-6-133874,Tree,,Full Sun to Part Shade,Wind Tolerant,Fast,Hardy,No,No,0,0,,,
NZOR-6-133874,Tree,Europe and Western Asia,Full Sun to Part Shade,Wind Tolerant,Fast,Hardy,No,No,3,3,Cream,July,"[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
NZOR-6-133995,Shrub,Mexico,Full Sun to Part Shade,Medium,Slow,Tender,No,No,5,5,Pink Red,"January, February, March, April, May, November, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
NZOR-6-133995,Shrub,Mexico,Full Sun to Part Shade,Medium,Slow,Tender,No,No,5,5,Orange Pink Yellow,"January, February, March, April, May, November, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
NZOR-6-134255,Annual/Perennial,S Africa,Full Sun to Part Shade,Wind/Salt tolerant,Fast,Tender,Yes,No,0.6,1,Blue,"January, February, March, April, May, October, November, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
NZOR-6-134908,Tree,Europe to India,Full Sun,Wind Tolerant,Fast,Hardy,No,No,15,0,,,
NZOR-6-13523,Shrub,"W. Sumatra, Indonesia",Moderate/Dappled Shade,Sheltered,Slow,Tender,Yes,No,4,1.5,Red,,"[{""Zone"": 11}, {""Zone"": 12}]"
NZOR-6-136318,Bulb/Corm/Tuber,Europe,Full Sun to Part Shade,Medium,Fast,,No,No,0.3,0.1,Mauve Pink,"January, February, March, October, November, December","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
NZOR-6-136360,Shrub,"Southern Europe, Himalayas, China",Full Sun to Part Shade,Medium,Medium,Hardy,No,No,6,5,Red,"January, February, December","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
NZOR-6-14243,Shrub,China,Full Sun,Wind/Salt tolerant,Fast,Hardy,No,No,4,4,Mauve Purple,"January, February, March, December","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}]"
NZOR-6-14647,Shrub,South Africa,Full Sun to Part Shade,Wind/Salt tolerant,Fast,Tender,Yes,No,1,1,Golden Yellow,"January, February, March, April, May, June, July, August, September, October, November, December","[{""Zone"": 9}, {""Zone"": 10}]"
NZOR-6-1598,Fruit/Nut Plants,"Southern China, Japan",Full Sun,Sheltered,Fast,Tender,Yes,No,2.5,2,White,"June, July, August, September, October, November","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
NZOR-6-17037,Climber/Creeper,South America,Full Sun to Part Shade,Medium,Fast,Tender,Yes,No,3,0.5,Pink,"January, February, March, April, May, September, October, November, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
NZOR-6-17167,Herb,Southern Europe and North Africa,Full Sun to Part Shade,Medium,Fast,Marginal,Yes,No,0.8,0.5,Red,"January, February, March, April, November, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
NZOR-6-17427,Annual/Perennial,,Full Sun,Sheltered,Medium,Hardy,No,No,0.6,0.6,Mauve Pink,"April, May","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
NZOR-6-17427,Annual/Perennial,,Full Sun,Sheltered,Medium,Hardy,No,No,0.6,0.6,Orange Pink Red,"April, May","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
